solution_id,subject_name,unit_number,topic_name,difficulty_level,requires_diagram,marks,question_text,solution_text
220,Operating System,5,General OS,Easy,No,2,Explain directory with example.,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
221,Operating System,1,General OS,Easy,No,2,What is i/o system?,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
222,Operating System,2,General OS,Easy,No,2,Explain disk scheduling with example.,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
223,Operating System,3,General OS,Easy,No,2,What is raid?,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
224,Operating System,4,General OS,Easy,No,2,Explain file system with example.,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
225,Operating System,5,General OS,Easy,No,2,What is directory?,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
226,Operating System,1,General OS,Easy,No,2,Explain i/o system with example.,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
227,Operating System,2,General OS,Easy,No,2,What is disk scheduling?,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
228,Operating System,3,General OS,Easy,No,2,Explain raid with example.,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
229,Operating System,4,General OS,Easy,No,2,What is file system?,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
230,Operating System,5,General OS,Easy,No,2,Explain directory with example.,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
231,Operating System,1,General OS,Easy,No,2,What is i/o system?,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
232,Operating System,2,General OS,Easy,No,2,Explain disk scheduling with example.,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
233,Operating System,3,General OS,Easy,No,2,What is raid?,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
234,Operating System,4,General OS,Easy,No,2,Explain file system with example.,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
235,Operating System,5,General OS,Easy,No,2,What is directory?,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
236,Operating System,1,General OS,Easy,No,2,Explain i/o system with example.,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
237,Operating System,2,General OS,Easy,No,2,What is disk scheduling?,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
238,Operating System,3,General OS,Easy,No,2,Explain raid with example.,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
239,Operating System,4,General OS,Easy,No,2,What is file system?,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
240,Operating System,5,General OS,Easy,No,2,Explain directory with example.,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
241,Operating System,1,General OS,Easy,No,2,What is i/o system?,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
242,Operating System,2,General OS,Easy,No,2,Explain disk scheduling with example.,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
243,Operating System,3,General OS,Easy,No,2,What is raid?,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
244,Operating System,4,General OS,Easy,No,2,Explain file system with example.,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
245,Operating System,5,General OS,Easy,No,2,What is directory?,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
246,Operating System,1,General OS,Easy,No,2,Explain i/o system with example.,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
247,Operating System,2,General OS,Easy,No,2,What is disk scheduling?,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
248,Operating System,3,General OS,Easy,No,2,Explain raid with example.,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
249,Operating System,4,General OS,Easy,No,2,What is file system?,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
250,Operating System,5,General OS,Easy,No,2,Explain directory with example.,"This answer depends on the concept. Generally, it explains the definition and working of the topic in operating systems."
